Event.Id,Investigation.Type,Accident.Number,Event.Date,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Event.Year,Make.Model,Commercial,Fatal
20031007X01670,Accident,LAX03CA261,2003-08-22,United States,Non-Fatal,Substantial,Airplane,Cessna,150C,No,Personal,,,,2.0,VMC,2003,Cessna 150C,No,0
20031231X02105,Accident,FTW03CA205,2003-08-22,United States,Non-Fatal,Substantial,Airplane,Cessna,195,No,Personal,,,,1.0,VMC,2003,Cessna 195,No,0
20030919X01564,Accident,LAX03CA266,2003-08-24,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Instructional,,,,2.0,VMC,2003,Cessna 172M,No,0
20031008X01678,Accident,LAX03CA263,2003-08-25,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,No,Personal,,,,2.0,VMC,2003,Piper PA-28-180,No,0
20031006X01663,Accident,SEA03CA178,2003-08-26,United States,Non-Fatal,Substantial,Airplane,Beech,C24R,No,Instructional,,,,2.0,VMC,2003,Beech C24R,No,0
20030910X01503,Accident,MIA03CA174,2003-08-30,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,,,,1.0,VMC,2003,Cessna 152,No,0
20031009X01700,Accident,LAX03CA269,2003-08-30,United States,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,Instructional,,,1.0,,VMC,2003,Piper PA-38-112,No,0
20031007X01667,Accident,NYC03CA185,2003-08-30,United States,Non-Fatal,Destroyed,Airplane,Cessna,172E,No,Instructional,,,1.0,,VMC,2003,Cessna 172E,No,0
20031009X01703,Accident,LAX03CA272,2003-08-31,United States,Non-Fatal,Substantial,Airplane,Cessna,182J,No,Personal,,,,2.0,VMC,2003,Cessna 182J,No,0
20040525X00661,Accident,IAD03CA072,2003-08-31,United States,Non-Fatal,Substantial,Airplane,Cessna,C-170,No,Personal,,,,1.0,VMC,2003,Cessna C-170,No,0
20030930X01627,Accident,ATL03CA135,2003-08-31,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Instructional,,,,2.0,VMC,2003,Piper PA-28-140,No,0
20030910X01507,Accident,NYC03FA186,2003-09-02,United States,Non-Fatal,Substantial,Airplane,Mcdonnell douglas,DC-9-82,No,,,,,138.0,VMC,2003,Mcdonnell douglas DC-9-82,No,0
20031017X01759,Accident,NYC03CA189,2003-09-02,United States,Non-Fatal,,Airplane,Fairchild,DORNIER 328-300,No,,,1.0,,23.0,VMC,2003,Fairchild DORNIER 328-300,No,0
20030909X01493,Accident,MIA03TA175,2003-09-03,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Public Aircraft,,2.0,,,VMC,2003,Cessna 172P,No,0
20031015X01729,Accident,ANC03CA109,2003-09-06,United States,Non-Fatal,Substantial,Airplane,Maule,M-6-235,No,Personal,,,,2.0,VMC,2003,Maule M-6-235,No,0
20030916X01546,Accident,NYC03CA193,2003-09-07,United States,Non-Fatal,Substantial,Airplane,Cessna,150M,No,Personal,,,,1.0,VMC,2003,Cessna 150M,No,0
20031006X01661,Accident,NYC03CA192,2003-09-07,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,,,,1.0,VMC,2003,Cessna 152,No,0
20031015X01731,Accident,ANC03CA110,2003-09-07,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-180,No,Personal,,,,1.0,VMC,2003,Piper PA-18-180,No,0
20031010X01708,Accident,LAX03CA287,2003-09-13,United States,Non-Fatal,Substantial,Airplane,Aviat,PITTS S-2C,No,Air Race/show,,,1.0,,VMC,2003,Aviat PITTS S-2C,No,0
20031219X02070,Accident,LAX03CA286,2003-09-13,United States,Non-Fatal,Substantial,Airplane,Beech,58,No,Business,,,,2.0,VMC,2003,Beech 58,No,0
20031021X01789,Accident,LAX03CA288,2003-09-14,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Personal,,,,1.0,VMC,2003,Cessna 172M,No,0
20031010X01711,Accident,LAX03CA296,2003-09-17,United States,Non-Fatal,Substantial,Airplane,Cessna,182K,No,Personal,,,,1.0,VMC,2003,Cessna 182K,No,0
20031008X01676,Accident,NYC03CA202,2003-09-21,United States,Non-Fatal,Substantial,Airplane,Cessna,182B,No,Personal,,1.0,1.0,,VMC,2003,Cessna 182B,No,0
20031021X01787,Accident,LAX03CA299,2003-09-22,United States,Non-Fatal,Substantial,Airplane,Cessna,150F,No,Personal,,,,2.0,VMC,2003,Cessna 150F,No,0
20031023X01805,Accident,SEA03CA195,2003-09-26,United States,Non-Fatal,Substantial,Airplane,Cessna,180 H,No,Personal,,,,2.0,VMC,2003,Cessna 180 H,No,0
20031126X01956,Accident,SEA03CA200,2003-09-30,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,Personal,,,,1.0,VMC,2003,Piper PA-18-150,No,0
20031009X01699,Accident,LAX04FA002,2003-10-03,United States,Fatal(2),Destroyed,Airplane,Lockheed,P2V,No,Positioning,2.0,,,,IMC,2003,Lockheed P2V,No,1
20031105X01861,Accident,NYC04CA003,2003-10-04,United States,Non-Fatal,Substantial,Airplane,Boeing,737,No,,,,,76.0,VMC,2003,Boeing 737,Yes,0
20040121X00078,Accident,IAD04CA001,2003-10-04,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Instructional,,,,2.0,VMC,2003,Cessna 172P,No,0
20031120X01928,Accident,NYC04CA002,2003-10-06,United States,Non-Fatal,Substantial,Airplane,Lake,LA250,No,Ferry,,,,2.0,VMC,2003,Lake LA250,No,0
20040408X00435,Accident,IAD04CA002,2003-10-07,United States,Non-Fatal,Substantial,Airplane,Cessna,140,No,Personal,,,,2.0,VMC,2003,Cessna 140,No,0
20031203X01987,Accident,MIA04CA001,2003-10-08,United States,Non-Fatal,Substantial,Airplane,American general aircraft,AA-1,No,Personal,,,1.0,1.0,VMC,2003,American general aircraft AA-1,No,0
20031103X01845,Accident,NYC04CA005,2003-10-09,United States,Non-Fatal,Substantial,Airplane,Howard aircraft corp.,DGA-15P,No,Personal,,,,1.0,VMC,2003,Howard aircraft corp. DGA-15P,No,0
20031120X01933,Accident,NYC04CA009,2003-10-10,United States,Non-Fatal,Substantial,Airplane,Cessna,182C,No,Personal,,,,1.0,VMC,2003,Cessna 182C,No,0
20031215X02035,Accident,MIA04CA002,2003-10-12,United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-260B,No,Personal,,,,2.0,IMC,2003,Piper PA-24-260B,No,0
20031203X01986,Accident,MIA04CA006,2003-10-19,United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,No,Personal,,,,1.0,VMC,2003,Piper PA-32-300,No,0
20031114X01908,Accident,MIA04CA005,2003-10-19,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,1.0,,VMC,2003,Cessna 172N,No,0
20031120X01932,Accident,MIA04CA009,2003-10-21,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,,2.0,VMC,2003,Cessna 172N,No,0
20031114X01909,Accident,MIA04CA010,2003-10-22,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,,,2.0,,VMC,2003,Cessna 152,No,0
20031222X02080,Accident,LAX04CA023,2003-10-22,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Personal,,,,1.0,VMC,2003,Cessna 172M,No,0
20031028X01817,Accident,ATL04LA025,2003-10-24,United States,Non-Fatal,Substantial,Airplane,Cessna,U206F,No,Personal,,1.0,,,VMC,2003,Cessna U206F,No,0
20031231X02111,Accident,LAX04CA026,2003-10-25,United States,Non-Fatal,Substantial,Airplane,Piper,PA-20,No,Personal,,,,1.0,VMC,2003,Piper PA-20,No,0
20031222X02081,Accident,LAX04CA024,2003-10-25,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,,1.0,VMC,2003,Cessna 172N,No,0
20031120X01929,Accident,NYC04CA018,2003-10-28,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,Personal,,,,2.0,VMC,2003,Piper PA-28-140,No,0
20031202X01975,Accident,NYC04CA022,2003-11-01,United States,Non-Fatal,Substantial,Airplane,Cessna,182M,No,Personal,,,,3.0,VMC,2003,Cessna 182M,No,0
20031120X01930,Accident,NYC04CA020,2003-11-01,United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,No,Personal,,,1.0,2.0,VMC,2003,Piper PA-22-150,No,0
20031205X02000,Accident,NYC04CA019,2003-11-01,United States,Non-Fatal,Substantial,Airplane,Beech,A23,No,Personal,,1.0,,2.0,VMC,2003,Beech A23,No,0
20031113X01899,Accident,SEA04LA016,2003-11-08,United States,Non-Fatal,Substantial,Airplane,Cessna,182A,No,Skydiving,,,,1.0,VMC,2003,Cessna 182A,No,0
20031202X01979,Accident,NYC04CA028,2003-11-08,United States,Non-Fatal,Substantial,Airplane,Cessna,172K,No,Personal,,,,1.0,VMC,2003,Cessna 172K,No,0
20031128X01963,Accident,NYC04CA032,2003-11-09,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,2.0,,VMC,2003,Cessna 172N,No,0
20031202X01978,Accident,NYC04CA031,2003-11-09,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,Personal,,,,1.0,VMC,2003,Piper PA-18,No,0
20040114X00063,Accident,LAX04CA059,2003-11-09,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Instructional,,,,1.0,VMC,2003,Cessna 172N,No,0
20031216X02043,Accident,MIA04CA025,2003-11-15,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,,,,1.0,VMC,2003,Cessna 152,No,0
20031216X02046,Accident,MIA04CA028,2003-11-21,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Instructional,,,,1.0,VMC,2003,Cessna 172S,No,0
20031204X01994,Accident,ATL04CA041,2003-11-26,United States,Non-Fatal,Substantial,Airplane,Globe,SWIFT GC1B,No,Personal,,,,2.0,VMC,2003,Globe SWIFT GC1B,No,0
20040117X00072,Accident,LAX04CA063,2003-12-03,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,No,Personal,,,,1.0,VMC,2003,Piper PA-28R-200,No,0
20040114X00064,Accident,LAX04CA065,2003-12-09,United States,Non-Fatal,Substantial,Airplane,Beech,58P,No,Personal,,,,2.0,VMC,2003,Beech 58P,No,0
20040105X00009,Accident,IAD04CA004,2003-12-09,United States,Non-Fatal,Substantial,Airplane,Beech,BE-55,No,Personal,,,,1.0,VMC,2003,Beech BE-55,No,0
20031215X02037,Accident,FTW04FA038,2003-12-09,United States,Fatal(1),Destroyed,Airplane,Piper,PA-28-140,No,Personal,1.0,1.0,,,VMC,2003,Piper PA-28-140,No,1
20040122X00092,Accident,LAX04CA072,2003-12-16,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,Personal,,,,1.0,VMC,2003,Piper PA-18,No,0
20031216X02050,Accident,CHI04LA042,2003-12-16,United States,Non-Fatal,Substantial,Airplane,Beech,99,No,,,,,1.0,IMC,2003,Beech 99,No,0
20031231X02108,Accident,MIA04CA034,2003-12-17,United States,Non-Fatal,Substantial,Airplane,Waco,4MF 5,No,Personal,,,,1.0,VMC,2003,Waco 4MF 5,No,0
20040114X00065,Accident,LAX04CA070,2003-12-18,United States,Non-Fatal,Substantial,Airplane,Luscombe,8E,No,Personal,,,,1.0,VMC,2003,Luscombe 8E,No,0
20040122X00089,Accident,IAD04CA006,2003-12-21,United States,Non-Fatal,Substantial,Airplane,Piper,PA-30,No,Personal,,,,1.0,VMC,2003,Piper PA-30,No,0
20040122X00091,Accident,NYC04CA053,2003-12-27,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,Instructional,,,,1.0,VMC,2003,Cessna 172R,No,0
20040122X00093,Accident,LAX04CA082,2003-12-29,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Instructional,,,,2.0,IMC,2003,Cessna 172N,No,0
20040211X00181,Accident,SEA04CA037,2003-12-30,United States,Non-Fatal,Substantial,Airplane,Bellanca,8KCAB,No,Personal,,,,2.0,VMC,2003,Bellanca 8KCAB,No,0
20040218X00199,Accident,MIA04CA041,2004-01-03,United States,Non-Fatal,Substantial,Airplane,Maule,M-7-235B,No,Personal,,,,1.0,VMC,2004,Maule M-7-235B,No,0
20040117X00071,Accident,LAX04CA088,2004-01-03,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-181,No,Personal,,,,2.0,VMC,2004,Piper PA 28-181,No,0
20040203X00158,Accident,LAX04CA086,2004-01-03,United States,Non-Fatal,Substantial,Airplane,Cessna,172F,No,Personal,,,,1.0,VMC,2004,Cessna 172F,No,0
20040123X00104,Accident,LAX04CA085,2004-01-03,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,,1.0,VMC,2004,Cessna 172N,No,0
20040203X00160,Accident,LAX04CA091,2004-01-10,United States,Non-Fatal,Substantial,Airplane,Fleet,2,No,Personal,,,,1.0,VMC,2004,Fleet 2,No,0
20040220X00213,Accident,LAX04CA099,2004-01-11,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Personal,,,,1.0,VMC,2004,Cessna 152,No,0
20040123X00100,Accident,SEA04LA034,2004-01-14,United States,Non-Fatal,Substantial,Airplane,Cessna,185F,No,Instructional,,,,2.0,VMC,2004,Cessna 185F,No,0
20040206X00169,Accident,MIA04CA040,2004-01-14,United States,Non-Fatal,Substantial,Airplane,Cessna,210L,No,Personal,,,,1.0,IMC,2004,Cessna 210L,No,0
20040203X00157,Accident,LAX04CA093,2004-01-14,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,No,Instructional,,,,1.0,VMC,2004,Piper PA-28-181,No,0
20040325X00376,Accident,FTW04CA061,2004-01-15,United States,Non-Fatal,Substantial,Airplane,Piper,PA-32R,No,Personal,,,,2.0,VMC,2004,Piper PA-32R,No,0
20040120X00075,Accident,FTW04FA062,2004-01-15,United States,Fatal(1),Destroyed,Airplane,Beech,B36TC,No,Personal,1.0,,,,IMC,2004,Beech B36TC,No,1
20040306X00277,Accident,LAX04CA098,2004-01-20,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Personal,,,,2.0,VMC,2004,Cessna 172P,No,0
20040306X00279,Accident,LAX04CA105,2004-01-22,United States,Non-Fatal,Substantial,Airplane,Beech,B36TC,No,Personal,,,,1.0,VMC,2004,Beech B36TC,No,0
20040306X00278,Accident,LAX04CA104,2004-01-22,United States,Non-Fatal,Substantial,Airplane,Beech,F33A,No,Instructional,,1.0,,1.0,VMC,2004,Beech F33A,No,0
20040306X00280,Accident,LAX04CA107,2004-01-25,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180C,No,Instructional,,,,1.0,VMC,2004,Piper PA-28-180C,No,0
20040224X00230,Accident,LAX04CA115,2004-01-29,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,Instructional,,,,2.0,VMC,2004,Piper PA-28-161,No,0
20040302X00251,Accident,IAD04CA009,2004-02-05,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,Instructional,,,,1.0,VMC,2004,Cessna 172R,No,0
20040220X00212,Accident,NYC04CA064,2004-02-07,United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,Personal,,,,3.0,VMC,2004,Cessna 172M,No,0
20040306X00286,Accident,LAX04CA134,2004-02-07,United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,No,Personal,,,,1.0,VMC,2004,Bellanca 7ECA,No,0
20040306X00282,Accident,LAX04CA118,2004-02-07,United States,Non-Fatal,Substantial,Airplane,Mooney,M20C,No,Personal,,,,2.0,VMC,2004,Mooney M20C,No,0
20040306X00281,Accident,LAX04CA117,2004-02-07,United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,No,Personal,,,,1.0,VMC,2004,Cessna A185F,No,0
20040319X00350,Accident,CHI04CA067,2004-02-07,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Instructional,,,,2.0,VMC,2004,Cessna 172N,No,0
20040310X00310,Accident,NYC04CA066,2004-02-09,United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,No,Personal,,,,2.0,VMC,2004,Piper PA-23-250,No,0
20040303X00258,Accident,MIA04CA053,2004-02-11,United States,Non-Fatal,Substantial,Airplane,American champion,7GCAA,No,Personal,,,,2.0,VMC,2004,American champion 7GCAA,No,0
20040310X00313,Accident,IAD04CA010,2004-02-11,United States,Non-Fatal,Substantial,Airplane,Piper,PA-20,No,Personal,,,,1.0,VMC,2004,Piper PA-20,No,0
20040305X00276,Accident,SEA04CA041,2004-02-12,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-201T,No,Personal,,,,4.0,VMC,2004,Piper PA-28R-201T,No,0
20040310X00305,Accident,NYC04CA073,2004-02-12,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Instructional,,,,1.0,VMC,2004,Cessna 172N,No,0
20040310X00303,Accident,NYC04CA072,2004-02-13,United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,Personal,,,,2.0,VMC,2004,Cessna 172,No,0
20040306X00285,Accident,LAX04CA130,2004-02-14,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Personal,,,,1.0,VMC,2004,Cessna 172S,No,0
20040310X00304,Accident,NYC04CA068,2004-02-15,United States,Non-Fatal,Substantial,Airplane,Cessna,172E,No,Personal,,,,2.0,VMC,2004,Cessna 172E,No,0
20040306X00287,Accident,LAX04CA136,2004-02-15,United States,Non-Fatal,Substantial,Airplane,Cessna,177A,No,Personal,,,,4.0,VMC,2004,Cessna 177A,No,0
20040310X00308,Accident,NYC04CA070,2004-02-16,United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,Instructional,,,,1.0,VMC,2004,Cessna 172R,No,0
20040525X00652,Accident,IAD04CA012,2004-02-22,United States,Non-Fatal,Substantial,Airplane,Cessna,182P,No,Personal,,,,1.0,VMC,2004,Cessna 182P,No,0
20040226X00242,Accident,FTW04LA081,2004-02-22,United States,Non-Fatal,Substantial,Airplane,Cessna,182A,No,Skydiving,,,1.0,3.0,VMC,2004,Cessna 182A,No,0
20040312X00318,Accident,NYC04CA076,2004-02-23,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Instructional,,,,1.0,VMC,2004,Cessna 172N,No,0
20040308X00289,Accident,LAX04CA145,2004-02-28,United States,Non-Fatal,Substantial,Airplane,Cessna,120,No,Personal,,,,1.0,VMC,2004,Cessna 120,No,0
20040331X00401,Accident,FTW04CA084,2004-02-28,United States,Non-Fatal,Substantial,Airplane,Cessna,T210M,No,Business,,,2.0,1.0,VMC,2004,Cessna T210M,No,0
20040318X00338,Accident,NYC04CA080,2004-02-29,United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,No,Personal,,,,1.0,VMC,2004,Bellanca 7ECA,No,0
20040330X00389,Accident,MIA04CA055,2004-03-03,United States,Non-Fatal,Substantial,Airplane,Aviat,PITTS S2B,No,Personal,,,,2.0,VMC,2004,Aviat PITTS S2B,No,0
20040330X00388,Accident,MIA04CA057,2004-03-06,United States,Non-Fatal,Substantial,Airplane,Beech,V35B,No,Instructional,,,,1.0,VMC,2004,Beech V35B,No,0
20040313X00321,Accident,LAX04CA147,2004-03-06,United States,Non-Fatal,Substantial,Airplane,Cessna,182E,No,Personal,,,,2.0,VMC,2004,Cessna 182E,No,0
20040402X00415,Accident,NYC04CA084,2004-03-07,United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,Instructional,,,,1.0,VMC,2004,Cessna 172S,No,0
20040402X00413,Accident,NYC04CA085,2004-03-10,United States,Non-Fatal,Substantial,Airplane,Diamond,DA-40,No,Personal,,,,2.0,VMC,2004,Diamond DA-40,No,0
20040406X00423,Accident,LAX04CA160,2004-03-11,United States,Non-Fatal,Substantial,Airplane,Cessna,C195A,No,Instructional,,,,2.0,VMC,2004,Cessna C195A,No,0
20040406X00424,Accident,LAX04CA154,2004-03-11,United States,Non-Fatal,Substantial,Airplane,Ayres,S-2R,No,Aerial Application,,,1.0,,VMC,2004,Ayres S-2R,No,0
20040325X00370,Accident,LAX04CA153,2004-03-11,United States,Non-Fatal,Substantial,Airplane,Ayres,S2R-600,No,Aerial Application,,,,1.0,VMC,2004,Ayres S2R-600,No,0
20040330X00396,Accident,LAX04CA157,2004-03-14,United States,Non-Fatal,Substantial,Airplane,Cessna,172C,No,Personal,,,1.0,1.0,VMC,2004,Cessna 172C,No,0
20040325X00374,Accident,MIA04FA060,2004-03-15,United States,Fatal(1),Substantial,Airplane,Cessna,182P,No,Personal,1.0,,,,IMC,2004,Cessna 182P,No,1
20040330X00400,Accident,LAX04TA161,2004-03-16,United States,Fatal(1),Destroyed,Airplane,Wsk pzl mielec,M-18A,No,Public Aircraft,1.0,,,,VMC,2004,Wsk pzl mielec M-18A,No,1
20040408X00432,Accident,NYC04CA089,2004-03-20,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Instructional,,,,1.0,VMC,2004,Cessna 172P,No,0
20040421X00487,Accident,DEN04CA054,2004-03-21,United States,Non-Fatal,Substantial,Airplane,Cessna,T310R,No,Personal,,,,1.0,VMC,2004,Cessna T310R,No,0
20040419X00483,Accident,CHI04CA093,2004-03-21,United States,Non-Fatal,Substantial,Airplane,Beech,F33A,No,Personal,,,,1.0,VMC,2004,Beech F33A,No,0
20040324X00363,Accident,CHI04CA088,2004-03-21,United States,Non-Fatal,Substantial,Airplane,Cessna,172A,No,Personal,,,1.0,,VMC,2004,Cessna 172A,No,0
20040419X00476,Accident,CHI04CA092,2004-03-22,United States,Non-Fatal,Substantial,Airplane,Cessna,150J,No,Instructional,,,,2.0,VMC,2004,Cessna 150J,No,0
20040419X00481,Accident,NYC04CA091,2004-03-24,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,No,Instructional,,,,1.0,VMC,2004,Piper PA-28-180,No,0
20040408X00434,Accident,NYC04CA094,2004-03-25,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,No,Instructional,,,,2.0,VMC,2004,Piper PA-28-181,No,0
20040331X00409,Accident,SEA04CA059,2004-03-26,United States,Non-Fatal,Substantial,Airplane,Rockwell,S-2R,No,Aerial Application,,,,1.0,VMC,2004,Rockwell S-2R,No,0
20040330X00386,Accident,FTW04CA098,2004-03-27,United States,Non-Fatal,Substantial,Airplane,Stinson,108-1,No,Personal,,,,2.0,VMC,2004,Stinson 108-1,No,0
20040408X00431,Accident,NYC04CA097,2004-03-28,United States,Non-Fatal,Substantial,Airplane,Cessna,182T,No,Personal,,,,2.0,VMC,2004,Cessna 182T,No,0
20040419X00484,Accident,CHI04CA091,2004-03-28,United States,Non-Fatal,Substantial,Airplane,Cessna,C-180,No,Personal,,,,2.0,VMC,2004,Cessna C-180,No,0
20040427X00517,Accident,LAX04CA173,2004-03-31,United States,Non-Fatal,Substantial,Airplane,Piper,PA34-200,No,Instructional,,,,2.0,VMC,2004,Piper PA34-200,No,0
20040413X00458,Accident,CHI04CA094,2004-03-31,United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,Personal,,,,1.0,VMC,2004,Cessna 180,No,0
20040508X00574,Accident,LAX04CA175,2004-04-02,United States,Non-Fatal,Destroyed,Airplane,Cessna,177,No,Instructional,,,4.0,,VMC,2004,Cessna 177,No,0
20040423X00504,Accident,ATL04CA089,2004-04-03,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,,2.0,VMC,2004,Cessna 172N,No,0
20040429X00534,Accident,LAX04CA179,2004-04-06,United States,Non-Fatal,Substantial,Airplane,Beech,95-A55,No,Personal,,,,2.0,VMC,2004,Beech 95-A55,No,0
20040508X00575,Accident,LAX04CA181,2004-04-07,United States,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,No,Instructional,,,,1.0,VMC,2004,Piper PA-38-112,No,0
20040603X00722,Accident,IAD04CA014,2004-04-07,United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,Instructional,,,1.0,,VMC,2004,Cessna 152,No,0
20040426X00514,Accident,FTW04CA107,2004-04-08,United States,Non-Fatal,Substantial,Airplane,Ayres,S2R-T34,No,Aerial Application,,,,1.0,VMC,2004,Ayres S2R-T34,No,0
20040422X00498,Accident,NYC04CA102,2004-04-09,United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,Instructional,,,,1.0,VMC,2004,Cessna 172P,No,0
20040603X00724,Accident,IAD04CA015,2004-04-09,United States,Non-Fatal,Substantial,Airplane,Waco,ASO,No,Personal,,,,1.0,VMC,2004,Waco ASO,No,0
20040413X00453,Incident,DEN04IA059,2004-04-09,United States,Incident,,Airplane,Beech,1900D,No,Positioning,,,,2.0,IMC,2004,Beech 1900D,No,0
20040427X00520,Accident,SEA04CA068,2004-04-10,United States,Non-Fatal,Substantial,Airplane,Yakovlev,YAK 54,No,Personal,,,,1.0,VMC,2004,Yakovlev YAK 54,No,0
20040503X00549,Accident,NYC04CA104,2004-04-10,United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,Personal,,,,2.0,VMC,2004,Cessna 172N,No,0
20040429X00535,Accident,FTW04CA106,2004-04-10,United States,Non-Fatal,Substantial,Airplane,Cessna,172K,No,Instructional,,,,2.0,VMC,2004,Cessna 172K,No,0
